SpeciesLatinName,Common.name,Kingdom,Phylum,Class,Order,Family,Genus,Species
Cottus asper,Prickly sculpin,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,asper
Cottus bairdii,Mottled sculpin,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,bairdii
Cottus carolinae,Banded sculpin,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,carolinae
Cottus cognatus,Slimy sculpin,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,cognatus
Cottus confusus,Shorthead sculpin,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,confusus
Cottus gobio,Bullhead,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,gobio
Cottus paulus,Pygmy sculpin,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,paulus
Cottus poecilopus,Alpine bullhead,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,poecilopus
Leptocottus armatus,Pacific staghorn sculpin,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Leptocottus,armatus
Myoxocephalus octodecemspinosus,Longhorn sculpin,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Myoxocephalus,octodecemspinosus
Myoxocephalus quadricornis,Fourhorn sculpin,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Myoxocephalus,quadricornis
Hexagrammos decagrammus,Kelp greenling,Animalia,Chordata,Teleostei,Scorpaeniformes,Hexagrammidae,Hexagrammos,decagrammus
Ophiodon elongatus,Lingcod,Animalia,Chordata,Teleostei,Scorpaeniformes,Hexagrammidae,Ophiodon,elongatus
Neoplatycephalus richardsoni,Tiger flathead,Animalia,Chordata,Teleostei,Scorpaeniformes,Platycephalidae,Neoplatycephalus,richardsoni
Platycephalus conatus,Deepwater flathead,Animalia,Chordata,Teleostei,Scorpaeniformes,Platycephalidae,Platycephalus,conatus
Gymnapistes marmoratus,Devilfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Gymnapistes,marmoratus
Helicolenus percoides,Sea perch,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Helicolenus,percoides
Pterois volitans,Red firefish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Pterois,volitans
Sebastes aleutianus,Rougheye rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,aleutianus
Sebastes alutus,Pacific ocean perch,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,alutus
Sebastes atrovirens,Kelp rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,atrovirens
Sebastes auriculatus,Brown rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,auriculatus
Sebastes babcocki,Redbanded rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,babcocki
Sebastes borealis,Shortraker rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,borealis
Sebastes brevispinis,Silvergray rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,brevispinis
Sebastes carnatus,Gopher rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,carnatus
Sebastes caurinus,Copper rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,caurinus
Sebastes chlorostictus,Greenspotted rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,chlorostictus
Sebastes chrysomelas,Black-and-yellow rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,chrysomelas
Sebastes ciliatus,Dusky rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,ciliatus
Sebastes constellatus,Starry rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,constellatus
Sebastes crameri,Darkblotched rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,crameri
Sebastes dallii,Calico rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,dallii
Sebastes diploproa,Splitnose rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,diploproa
Sebastes elongatus,Greenstriped rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,elongatus
Sebastes entomelas,Widow rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,entomelas
Sebastes flavidus,Yellowtail rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,flavidus
Sebastes goodei,Chilipepper,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,goodei
Sebastes helvomaculatus,Rosethorn rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,helvomaculatus
Sebastes hopkinsi,Squarespot rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,hopkinsi
Sebastes jordani,Shortbelly rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,jordani
Sebastes levis,Cowcod,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,levis
Sebastes maliger,Quillback rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,maliger
Sebastes melanops,Black rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,melanops
Sebastes mentella,Deepwater redfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,mentella
Sebastes miniatus,Vermilion rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,miniatus
Sebastes mystinus,Blue rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,mystinus
Sebastes nebulosus,China rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,nebulosus
Sebastes nigrocinctus,Tiger rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,nigrocinctus
Sebastes ovalis,Speckled rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,ovalis
Sebastes paucispinis,Bocaccio,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,paucispinis
Sebastes pinniger,Canary rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,pinniger
Sebastes polyspinis,Northern rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,polyspinis
Sebastes proriger,Redstripe rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,proriger
Sebastes rastrelliger,Grass rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,rastrelliger
Sebastes reedi,Yellowmouth rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,reedi
Sebastes rosaceus,Rosy rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,rosaceus
Sebastes rosenblatti,Greenblotched rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,rosenblatti
Sebastes ruberrimus,Rasphead rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,ruberrimus
Sebastes rubrivinctus,Flag rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,rubrivinctus
Sebastes rufus,Bank rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,rufus
Sebastes saxicola,Stripetail rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,saxicola
Sebastes serranoides,Olive rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,serranoides
Sebastes variegatus,Harlequin rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,variegatus
Sebastes viviparus,Norway haddock,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,viviparus
Sebastes wilsoni,Pygmy rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,wilsoni
Sebastes zacentrus,Sharpchin rockfish,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,zacentrus
Sebastolobus alascanus,Shortspine thornyhead,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastolobus,alascanus
Sebastolobus altivelis,Longspine thornyhead,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastolobus,altivelis
Chelidonichthys capensis,Cape gurnard,Animalia,Chordata,Teleostei,Scorpaeniformes,Triglidae,Chelidonichthys,capensis
Chelidonichthys cuculus,East Atlantic red gurnard,Animalia,Chordata,Teleostei,Scorpaeniformes,Triglidae,Chelidonichthys,cuculus
Chelidonichthys kumu,Bluefin searobin,Animalia,Chordata,Teleostei,Scorpaeniformes,Triglidae,Chelidonichthys,kumu
Chelidonichthys lucernus,Tub gurnard,Animalia,Chordata,Teleostei,Scorpaeniformes,Triglidae,Chelidonichthys,lucernus
Chelidonichthys queketti,Lesser gurnard,Animalia,Chordata,Teleostei,Scorpaeniformes,Triglidae,Chelidonichthys,queketti
Trigla lyra,Lyre gurnard,Animalia,Chordata,Teleostei,Scorpaeniformes,Triglidae,Trigla,lyra
Trigloporus lastoviza,Streaked gurnard,Animalia,Chordata,Teleostei,Scorpaeniformes,Triglidae,Trigloporus,lastoviza
Genidens barbus,White sea catfish,Animalia,Chordata,Teleostei,Siluriformes,Ariidae,Genidens,barbus
Bagrus bajad,African catfish,Animalia,Chordata,Teleostei,Siluriformes,Bagridae,Bagrus,bajad
Corydoras punctatus,South American catfish,Animalia,Chordata,Teleostei,Siluriformes,Callichthyidae,Corydoras,punctatus
Heteropneustes fossilis,Stinging catfish,Animalia,Chordata,Teleostei,Siluriformes,Heteropneustidae,Heteropneustes,fossilis
Ameiurus catus,White catfish,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Ameiurus,catus
Ameiurus melas,Black bullhead,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Ameiurus,melas
Ameiurus natalis,Yellow bullhead,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Ameiurus,natalis
Ameiurus platycephalus,Flat bullhead,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Ameiurus,platycephalus
Ictalurus furcatus,Blue catfish,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Ictalurus,furcatus
Ictalurus punctatus,Channel catfish,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Ictalurus,punctatus
Noturus albater,Ozark madtom,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Noturus,albater
Noturus eleutherus,Mountain madtom,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Noturus,eleutherus
Noturus exilis,Slender madtom,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Noturus,exilis
Noturus flavater,Checkered madtom,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Noturus,flavater
Noturus flavipinnis,Yellowfin madtom,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Noturus,flavipinnis
Noturus flavus,Stonecat,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Noturus,flavus
Noturus gilberti,Orangefin madtom,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Noturus,gilberti
Noturus gyrinus,Tadpole madtom,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Noturus,gyrinus
Noturus leptacanthus,Speckled madtom,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Noturus,leptacanthus
Noturus miurus,Brindled madtom,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Noturus,miurus
Noturus nocturnus,Freckled madtom,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Noturus,nocturnus
Pylodictis olivaris,Flathead catfish,Animalia,Chordata,Teleostei,Siluriformes,Ictaluridae,Pylodictis,olivaris
Hypostomus punctatus,Suckermouthed catfish,Animalia,Chordata,Teleostei,Siluriformes,Loricariidae,Hypostomus,punctatus
Malapterurus electricus,Electric catfish,Animalia,Chordata,Teleostei,Siluriformes,Malapteruridae,Malapterurus,electricus
Synodontis schall,Upside-down catfish,Animalia,Chordata,Teleostei,Siluriformes,Mochokidae,Synodontis,schall
Cnidoglanis macrocephalus,Cobbler,Animalia,Chordata,Teleostei,Siluriformes,Plotosidae,Cnidoglanis,macrocephalus
Plotosus lineatus,Striped eel-catfish,Animalia,Chordata,Teleostei,Siluriformes,Plotosidae,Plotosus,lineatus
Silurus glanis,Sheatfish,Animalia,Chordata,Teleostei,Siluriformes,Siluridae,Silurus,glanis
Cyclothone braueri,Brauer's bristlemouth,Animalia,Chordata,Teleostei,Stomiiformes,Gonostomatidae,Cyclothone,braueri
Aristostomias scintillans,Shiny loosejaw,Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Aristostomias,scintillans
Chauliodus macouni,Pacific viperfish,Animalia,Chordata,Teleostei,Stomiiformes,Stomiidae,Chauliodus,macouni
Mola mola,Ocean sunfish,Animalia,Chordata,Teleostei,Tetraodontiformes,Molidae,Mola,mola
Nelusetta ayraud,Chinaman-leatherjacket,Animalia,Chordata,Teleostei,Tetraodontiformes,Monacanthidae,Nelusetta,ayraud
Contusus richei,Prickly toadfish,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Contusus,richei
Tetraodon lineatus,Nile globe-fish,Animalia,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Tetraodon,lineatus
Allocyttus niger,Black oreo,Animalia,Chordata,Teleostei,Zeiformes,Oreosomatidae,Allocyttus,niger
Allocyttus verrucosus,Warty oreo,Animalia,Chordata,Teleostei,Zeiformes,Oreosomatidae,Allocyttus,verrucosus
Neocyttus rhomboidalis,Spiky oreo,Animalia,Chordata,Teleostei,Zeiformes,Oreosomatidae,Neocyttus,rhomboidalis
Pseudocyttus maculatus,Smooth oreo,Animalia,Chordata,Teleostei,Zeiformes,Oreosomatidae,Pseudocyttus,maculatus
Zeus faber,European john dory,Animalia,Chordata,Teleostei,Zeiformes,Zeidae,Zeus,faber
Turritopsis nutricula,Immortal jellyfish,Animalia,Cnidaria,Hydrozoa,Anthoathecatae,Oceanidae,Turritopsis,nutricula
Strongylocentrotus franciscanus,Red sea urchin,Animalia,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,franciscanus
Strongylocentrotus purpuratus,Purple sea urchin,Animalia,Echinodermata,Echinoidea,Echinoida,Strongylocentrotidae,Strongylocentrotus,purpuratus
Arctica islandica,Ocean quahog clam,Animalia,Mollusca,Bivalvia,Veneroida,Arcticidae,Arctica,islandica
Caenorhabditis elegans,Roundworm,Animalia,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,elegans
Cinachyra antarctica,Epibenthic sponge,Animalia,Porifera,Demospongiae,Spirophorida,Tetillidae,Cinachyra,antarctica
Scolymastra joubini,Hexactinellid sponge,Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Scolymastra,joubini
Pinus longaeva,Great Basin bristlecone pine,Plantae,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus,longaeva
Saccharomyces cerevisiae,Baker's yeast,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,cerevisiae
Schizosaccharomyces pombe,Fission yeast,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,pombe
Podospora anserina,Filamentous fungus,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,anserina
Alticola barakshin,NA,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Alticola,barakshin
Amblysomus hottentotus,NA,Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus
Apodemus uralensis,NA,Animalia,Chordata,Mammalia,Rodentia,Muridae,Apodemus,uralensis
Asellia tridens,NA,Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Asellia,tridens
Bathyergus janetta,NA,Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Bathyergus,janetta
Bathyergus suillus,NA,Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Bathyergus,suillus
Bradypus variegatus,NA,Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,variegatus
Caenolestes fuliginosus,NA,Animalia,Chordata,Mammalia,Paucituberculata,Caenolestidae,Caenolestes,fuliginosus
Cervus canadensis,NA,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,canadensis
Chaerephon pumilus,NA,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Chaerephon,pumilus
Cricetulus griseus,NA,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus,griseus
Cricetulus longicaudatus,NA,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus,longicaudatus
Cricetulus migratorius,NA,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Cricetulus,migratorius
Crocidura cyanea,NA,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Crocidura,cyanea
Ctenomys lewisi,NA,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,lewisi
Ctenomys opimus,NA,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,opimus
Ctenomys steinbachi,NA,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,steinbachi
Dipus sagitta,NA,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Dipus,sagitta
Elephantulus myurus,NA,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,myurus
Eozapus setchuanus,NA,Animalia,Chordata,Mammalia,Rodentia,Dipodidae,Eozapus,setchuanus
Equus africanus somaliensis,Somali wild ass,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,africanus
Eulemur albifrons,NA,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,albifrons
Eulemur collaris,NA,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,collaris
Eulemur flavifrons,NA,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,flavifrons
Eulemur rufus,NA,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,rufus
Eulemur sanfordi,NA,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,sanfordi
Galea comes,NA,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Galea,comes
Galea leucoblepharum,NA,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Galea,leucoblepharum
Galeopterus variegatus,NA,Animalia,Chordata,Mammalia,Dermoptera,Cynocephalidae,Galeopterus,variegatus
Gerbillus cheesmani,NA,Animalia,Chordata,Mammalia,Rodentia,Muridae,Gerbillus,cheesmani
Hipposideros ruber,NA,Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros,ruber
Hylomys suillus,NA,Animalia,Chordata,Mammalia,Eulipotyphla,Erinaceidae,Hylomys,suillus
Lagenorhynchus albirostris,NA,Animalia,Chordata,Mammalia,Artiodactyla,Delphinidae,Lagenorhynchus,albirostris
Lasiopodomys mandarinus,NA,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Lasiopodomys,mandarinus
Leptonycteris yerbabuenae,NA,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,yerbabuenae
Meriones rex,NA,Animalia,Chordata,Mammalia,Rodentia,Muridae,Meriones,rex
Mesoplodon bidens,NA,Animalia,Chordata,Mammalia,Artiodactyla,Ziphiidae,Mesoplodon,bidens
Microgale cowani,NA,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,cowani
Microgale drouhardi,NA,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,drouhardi
Microgale thomasi,NA,Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,thomasi
Microtus fortis,NA,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,fortis
Microtus gregalis,NA,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,gregalis
Microtus maximowiczii,NA,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,maximowiczii
Microtus mongolicus,NA,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microtus,mongolicus
Mustela altaica,NA,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,altaica
Myodes gapperi,NA,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Myodes,gapperi
Neurotrichus gibbsii,NA,Animalia,Chordata,Mammalia,Eulipotyphla,Talpidae,Neurotrichus,gibbsii
Ochotona alpina,NA,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,alpina
Ochotona dauurica,NA,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,dauurica
Ochotona pallasi,NA,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,pallasi
Ochotona rufescens,NA,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,rufescens
Phodopus campbelli,NA,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Phodopus,campbelli
Propithecus coquereli,NA,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,coquereli
Rhinolophus alcyone,NA,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,alcyone
Rhinopoma hardwickii,NA,Animalia,Chordata,Mammalia,Chiroptera,Rhinopomatidae,Rhinopoma,hardwickii
Rhynchonycteris naso,NA,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Rhynchonycteris,naso
Scapanus orarius,NA,Animalia,Chordata,Mammalia,Eulipotyphla,Talpidae,Scapanus,orarius
Smutsia temminckii,NA,Animalia,Chordata,Mammalia,Pholidota,Manidae,Smutsia,temminckii
Sorex hoyi,NA,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,hoyi
Sorex isodon,NA,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,isodon
Sorex minutissimus,NA,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,minutissimus
Sorex roboratus,NA,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,roboratus
Sorex tundrensis,NA,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Sorex,tundrensis
Spalax galili,NA,Animalia,Chordata,Mammalia,Rodentia,Spalacidae,Spalax,galili
Suncus varilla,NA,Animalia,Chordata,Mammalia,Eulipotyphla,Soricidae,Suncus,varilla
